 expiry_date | strike_price | option_type | num_trading_days | total_volume | total_oi | avg_premium | volume_to_oi_ratio 
-------------+--------------+-------------+------------------+--------------+----------+-------------+--------------------
 2019-08-22  |     28900.00 | CE          |               14 |       533143 |   657700 |      903.36 |              81.06
 2019-08-22  |     29000.00 | CE          |               14 |      1054981 |  2422340 |      843.39 |              43.55
 2019-08-22  |     29000.00 | PE          |               14 |         2854 |    54060 |      779.01 |               5.28
 2019-08-22  |     29100.00 | CE          |               14 |       296784 |   503400 |     1111.23 |              58.96
 2019-08-22  |     29200.00 | CE          |               14 |       287269 |   590000 |     1158.63 |              48.69
 2019-08-22  |     29300.00 | CE          |               14 |       148120 |   336480 |     1121.20 |              44.02
 2019-08-22  |     29400.00 | CE          |               14 |       105786 |   172420 |     1084.58 |              61.35
 2019-08-22  |     29500.00 | CE          |               14 |       237172 |   983700 |      903.38 |              24.11
 2019-08-22  |     29600.00 | CE          |               14 |        29862 |    41220 |     1013.23 |              72.45
 2019-08-22  |     29700.00 | CE          |               14 |        12737 |    79260 |     1257.22 |              16.07
 2019-08-22  |     29800.00 | CE          |               14 |         5834 |    33680 |     1079.73 |              17.32
 2019-08-22  |     30000.00 | CE          |               14 |        25294 |   312640 |      880.66 |               8.09
 2019-08-22  |     31100.00 | CE          |               14 |         4382 |      140 |      817.80 |            3130.00
 2019-08-22  |     31800.00 | CE          |               14 |        32853 |     3240 |      540.78 |            1013.98
 2019-08-22  |     32100.00 | CE          |               14 |         1992 |       60 |      626.09 |            3320.00
 2019-08-22  |     32200.00 | CE          |               14 |        13520 |      200 |      398.18 |            6760.00
 2019-08-22  |     32300.00 | CE          |               14 |        44644 |     1080 |      473.83 |            4133.70
 2019-08-22  |     32400.00 | CE          |               14 |        25968 |      760 |      406.04 |            3416.84
 2019-08-22  |     32900.00 | CE          |               14 |         3860 |     4100 |      308.59 |              94.15
 2019-08-22  |     33000.00 | CE          |               14 |        10193 |     2640 |      239.98 |             386.10
 2019-08-22  |     33100.00 | CE          |               14 |         7106 |     1600 |      201.29 |             444.13
 2019-08-29  |     25400.00 | PE          |                5 |       137989 |   453620 |        6.82 |              30.42
 2019-08-29  |     25500.00 | PE          |                5 |       230129 |  1083920 |        8.20 |              21.23
 2019-08-29  |     25600.00 | PE          |                5 |        75757 |   110880 |        9.34 |              68.32
 2019-08-29  |     25700.00 | PE          |                5 |       101096 |   277740 |       10.73 |              36.40
 2019-08-29  |     25800.00 | PE          |                5 |       108829 |   156880 |       12.45 |              69.37
 2019-08-29  |     25900.00 | PE          |                5 |       113064 |   138440 |       14.83 |              81.67
 2019-08-29  |     26000.00 | CE          |               16 |         3435 |    59180 |     1865.89 |               5.80
 2019-08-29  |     26000.00 | PE          |               16 |       837358 |  2970300 |       34.98 |              28.19
 2019-08-29  |     26100.00 | PE          |               16 |       213996 |   280160 |       57.20 |              76.38
 2019-08-29  |     26200.00 | PE          |               16 |       320387 |   527520 |       50.11 |              60.73
 2019-08-29  |     26300.00 | PE          |               16 |       459720 |   637780 |       51.25 |              72.08
 2019-08-29  |     26400.00 | CE          |               16 |         1184 |     4060 |     1373.38 |              29.16
 2019-08-29  |     26400.00 | PE          |               16 |       445231 |   608200 |       62.08 |              73.20
 2019-08-29  |     26500.00 | CE          |               16 |        25230 |    83660 |     1397.88 |              30.16
 2019-08-29  |     26500.00 | PE          |               16 |      1511353 |  3325660 |       63.63 |              45.45
 2019-08-29  |     26600.00 | CE          |               17 |        30314 |    47100 |     1282.65 |              64.36
 2019-08-29  |     26600.00 | PE          |               17 |       685266 |   847720 |       78.06 |              80.84
 2019-08-29  |     26700.00 | CE          |               17 |        94418 |   323360 |     1131.14 |              29.20
 2019-08-29  |     26700.00 | PE          |               17 |       853893 |  1136000 |       87.87 |              75.17
 2019-08-29  |     26800.00 | CE          |               18 |       151985 |    67320 |     1161.37 |             225.77
 2019-08-29  |     26800.00 | PE          |               18 |      1158105 |  1381120 |      102.82 |              83.85
 2019-08-29  |     26900.00 | CE          |               18 |       182773 |    70360 |     1107.43 |             259.77
 2019-08-29  |     26900.00 | PE          |               18 |      1218958 |   911800 |      119.59 |             133.69
 2019-08-29  |     27000.00 | CE          |               18 |       677030 |  1420920 |      995.68 |              47.65
 2019-08-29  |     27000.00 | PE          |               18 |      3477484 |  6178740 |      132.86 |              56.28
 2019-08-29  |     27100.00 | CE          |               18 |       391080 |   314200 |     1093.67 |             124.47
 2019-08-29  |     27100.00 | PE          |               18 |      1974424 |  1292200 |      147.57 |             152.80
 2019-08-29  |     27200.00 | CE          |               19 |       699307 |   366140 |      879.47 |             190.99
 2019-08-29  |     27200.00 | PE          |               19 |      2773457 |  1846880 |      168.07 |             150.17
 2019-08-29  |     27300.00 | CE          |               19 |      1359203 |   641500 |     1029.45 |             211.88
 2019-08-29  |     27300.00 | PE          |               19 |      3209114 |  1545060 |      189.17 |             207.70
 2019-08-29  |     27400.00 | CE          |               19 |      1783303 |  1101620 |      701.18 |             161.88
 2019-08-29  |     27400.00 | PE          |               19 |      2620085 |  1141840 |      214.56 |             229.46
 2019-08-29  |     27500.00 | CE          |               19 |      3385818 |  3909860 |      653.87 |              86.60
 2019-08-29  |     27500.00 | PE          |               19 |      3824300 |  6850680 |      248.88 |              55.82
 2019-08-29  |     27600.00 | CE          |               19 |      2556496 |  1434360 |      587.26 |             178.23
 2019-08-29  |     27600.00 | PE          |               19 |      1659789 |  1058200 |      283.69 |             156.85
 2019-08-29  |     27700.00 | CE          |               19 |      2519532 |  1272720 |      551.38 |             197.96
 2019-08-29  |     27700.00 | PE          |               19 |      1406363 |   884920 |      323.03 |             158.93
 2019-08-29  |     27800.00 | CE          |               19 |      2681378 |  1686020 |      526.33 |             159.04
 2019-08-29  |     27800.00 | PE          |               19 |      1355262 |  1070520 |      367.07 |             126.60
 2019-08-29  |     27900.00 | CE          |               19 |      2068526 |  1112160 |      417.78 |             185.99
 2019-08-29  |     27900.00 | PE          |               19 |       861834 |   709060 |      413.28 |             121.55
 2019-08-29  |     28000.00 | CE          |               19 |      4451926 |  7037860 |      374.05 |              63.26
 2019-08-29  |     28000.00 | PE          |               19 |      1401945 |  4856320 |      465.49 |              28.87
 2019-08-29  |     28100.00 | CE          |               19 |      1900771 |  1266420 |      311.33 |             150.09
 2019-08-29  |     28100.00 | PE          |               19 |       369672 |   282980 |      517.28 |             130.64
 2019-08-29  |     28200.00 | CE          |               19 |      2331157 |  2499540 |      291.79 |              93.26
 2019-08-29  |     28200.00 | PE          |               19 |       247928 |   331580 |      575.03 |              74.77
 2019-08-29  |     28300.00 | CE          |               19 |      3096323 |  1769040 |      258.49 |             175.03
 2019-08-29  |     28300.00 | PE          |               19 |        66296 |   145780 |      639.66 |              45.48
 2019-08-29  |     28400.00 | CE          |               19 |      1763343 |  1681880 |      226.41 |             104.84
 2019-08-29  |     28400.00 | PE          |               19 |        24989 |    94480 |      706.98 |              26.45
 2019-08-29  |     28500.00 | CE          |               19 |      3854167 |  7645740 |      197.94 |              50.41
 2019-08-29  |     28500.00 | PE          |               19 |       116182 |  2288360 |      781.69 |               5.08
 2019-08-29  |     28600.00 | CE          |               19 |       958744 |  1417400 |      171.58 |              67.64
 2019-08-29  |     28600.00 | PE          |               19 |         3464 |    55500 |      836.47 |               6.24
 2019-08-29  |     28700.00 | CE          |               19 |       776565 |  1249120 |      149.43 |              62.17
 2019-08-29  |     28700.00 | PE          |               19 |         2950 |   161240 |      926.34 |               1.83
 2019-08-29  |     28800.00 | CE          |               19 |       581344 |  1348940 |      126.51 |              43.10
 2019-08-29  |     28800.00 | PE          |               19 |         1773 |    91260 |      992.93 |               1.94
 2019-08-29  |     28900.00 | CE          |               19 |       397800 |   782300 |      112.02 |              50.85
 2019-08-29  |     28900.00 | PE          |               19 |         1934 |   189520 |     1071.98 |               1.02
 2019-08-29  |     29000.00 | CE          |               19 |      1504189 | 10677660 |       98.17 |              14.09
 2019-08-29  |     29000.00 | PE          |               19 |        62305 |  6184420 |     1178.32 |               1.01
 2019-08-29  |     29100.00 | CE          |               19 |       193385 |   480960 |       83.09 |              40.21
 2019-08-29  |     29100.00 | PE          |               19 |         1074 |   136260 |     1261.43 |               0.79
 2019-08-29  |     29200.00 | CE          |               19 |       184131 |   660080 |       72.06 |              27.90
 2019-08-29  |     29200.00 | PE          |               19 |         2511 |   126460 |     1340.87 |               1.99
 2019-08-29  |     29300.00 | CE          |               19 |       130023 |   489760 |       61.66 |              26.55
 2019-08-29  |     29400.00 | CE          |               19 |        95982 |   344260 |       53.19 |              27.88
 2019-08-29  |     29500.00 | CE          |               19 |       600318 |  5096160 |       45.62 |              11.78
 2019-08-29  |     29500.00 | PE          |               19 |        11499 |  1181940 |     1615.41 |               0.97
 2019-08-29  |     29600.00 | CE          |               19 |        39764 |   224900 |       40.12 |              17.68
 2019-08-29  |     29700.00 | CE          |               19 |        32045 |   201060 |       35.58 |              15.94
 2019-08-29  |     29800.00 | CE          |               19 |        27041 |   131000 |       30.83 |              20.64
 2019-08-29  |     29900.00 | CE          |               19 |        14470 |   103860 |       27.21 |              13.93
 2019-08-29  |     30000.00 | CE          |               19 |       358028 |  6842040 |       24.51 |               5.23
 2019-08-29  |     30000.00 | PE          |               19 |         5328 |   646000 |     2090.21 |               0.82
 2019-08-29  |     30100.00 | CE          |               19 |         2308 |    71440 |       21.47 |               3.23
 2019-08-29  |     30200.00 | CE          |               19 |         3301 |   117740 |       20.97 |               2.80
 2019-08-29  |     30300.00 | CE          |               19 |         2101 |    73240 |       16.87 |               2.87
 2019-08-29  |     30400.00 | CE          |               19 |         1127 |    44320 |       15.25 |               2.54
 2019-08-29  |     30500.00 | CE          |               19 |       175422 |  5556940 |       14.15 |               3.16
 2019-08-29  |     30500.00 | PE          |               19 |        39174 |  2805780 |     2584.81 |               1.40
 2019-08-29  |     30600.00 | CE          |               19 |         2723 |    69580 |       13.02 |               3.91
